datetime,x_pos,y_pos,z_pos,clock_bias,std_x,std_y,std_z,std_code,cov_xy,cov_xz,cov_xt,cov_yz,cov_yt,cov_zt
2021-01-01 00:01:23,-4976679.3751,4595052.382,719139.3474,0.002879,0.0036,0.0029,0.0016,0.0,-5.042276747999999e-06,-1.432740096e-06,0.0,1.13754008e-06,0.0,0.0
2021-01-01 00:01:24,-4977182.3729,4595707.3609,711539.151,0.003261,0.0036,0.0029,0.0016,0.0,-5.075971848e-06,-1.422067392e-06,0.0,1.1289342720000001e-06,0.0,0.0
2021-01-01 00:01:25,-4977679.0116,4596356.6282,703938.0542,0.003759,0.0036,0.0029,0.0016,0.0,-5.110956288e-06,-1.411944768e-06,0.0,1.120383216e-06,0.0,0.0
2021-01-01 00:01:26,-4978169.2948,4597000.187700001,696336.0643,0.001547,0.0036,0.003,0.0016,0.0,-5.32453824e-06,-1.402215552e-06,0.0,1.1501793600000001e-06,0.0,0.0
2021-01-01 00:01:27,-4978653.2269,4597638.040800001,688733.1919,0.001441,0.0036,0.003,0.0016,0.0,-5.3629074000000005e-06,-1.39260384e-06,0.0,1.1417433600000002e-06,0.0,0.0
2021-01-01 00:01:28,-4979130.8043,4598270.177,681129.4482,0.000739,0.0036,0.003,0.0016,0.0,-5.4020757600000005e-06,-1.383462144e-06,0.0,1.1335742400000002e-06,0.0,0.0
2021-01-01 00:01:29,-4979602.0256,4598896.5978,673524.8395,0.002886,0.0037,0.0033,0.0017,0.0,-6.506009367e-06,-9.98733748e-07,0.0,4.72366488e-07,0.0,0.0
2021-01-01 00:01:30,-4980066.9014,4599517.3122,665919.3788,0.000943,0.0037,0.0032,0.0017,0.0,-6.221117248000001e-06,-1.152141187e-06,0.0,7.0858448e-07,0.0,0.0
2021-01-01 00:01:31,-4980525.4186,4600132.307,658313.0765,0.002219,0.0036,0.003,0.0016,0.0,-5.439183480000001e-06,-1.351547712e-06,0.0,1.1058009600000002e-06,0.0,0.0
2021-01-01 00:01:32,-4980977.5868999995,4600741.5847000005,650705.9394,0.003063,0.0036,0.003,0.0016,0.0,-5.41478952e-06,-1.3376275200000002e-06,0.0,1.0939483200000002e-06,0.0,0.0
2021-01-01 00:01:33,-4981423.3944999995,4601345.1302000005,643097.9766,0.004567,0.0036,0.003,0.0016,0.0,-5.3895617999999995e-06,-1.323873216e-06,0.0,1.0819339200000002e-06,0.0,0.0
